5.500000000000000000e+02,8.000000000000000000e+01,3.401290392503142357e-03
5.500000000000000000e+02,8.200000000000000000e+01,2.738233422860503197e-03
5.500000000000000000e+02,8.400000000000000000e+01,2.075176453217864037e-03
5.500000000000000000e+02,8.600000000000000000e+01,1.411909935995936394e-03
5.500000000000000000e+02,8.800000000000000000e+01,7.488530245609581470e-04
5.500000000000000000e+02,9.000000000000000000e+01,8.579603309044614434e-05
5.500000000000000000e+02,9.200000000000000000e+01,-5.772609147243201733e-04
5.500000000000000000e+02,9.400000000000000000e+01,-1.240317942574620247e-03
5.500000000000000000e+02,9.600000000000000000e+01,-1.903374912217259407e-03
5.500000000000000000e+02,9.800000000000000000e+01,-2.566431881859898567e-03
5.500000000000000000e+02,1.000000000000000000e+02,-3.229488851502537727e-03
5.500000000000000000e+02,1.020000000000000000e+02,-3.892545821145176888e-03
5.500000000000000000e+02,1.040000000000000000e+02,-4.555812105536460876e-03
5.500000000000000000e+02,1.060000000000000000e+02,-5.218869075179100037e-03
5.500000000000000000e+02,1.080000000000000000e+02,-5.881926044821739197e-03
5.500000000000000000e+02,1.100000000000000000e+02,-6.544983014464378357e-03
5.500000000000000000e+02,1.120000000000000000e+02,-7.208039984107017517e-03
5.500000000000000000e+02,1.140000000000000000e+02,-7.871096953749656677e-03
5.500000000000000000e+02,1.160000000000000000e+02,-8.534153923392295837e-03
5.500000000000000000e+02,1.180000000000000000e+02,-9.197210893034934998e-03
5.500000000000000000e+02,1.200000000000000000e+02,-9.860267862677574158e-03
5.700000000000000000e+02,8.000000000000000000e+01,1.421440276317298412e-03
5.700000000000000000e+02,8.200000000000000000e+01,7.678612601011991501e-04
5.700000000000000000e+02,8.400000000000000000e+01,1.142821565736085176e-04
5.700000000000000000e+02,8.600000000000000000e+01,-5.395035259425640106e-04
5.700000000000000000e+02,8.800000000000000000e+01,-1.193082542158663273e-03
5.700000000000000000e+02,9.000000000000000000e+01,-1.846661674790084362e-03
5.700000000000000000e+02,9.200000000000000000e+01,-2.500240691006183624e-03
5.700000000000000000e+02,9.400000000000000000e+01,-3.153819823637604713e-03
5.700000000000000000e+02,9.600000000000000000e+01,-3.807398956269025803e-03
5.700000000000000000e+02,9.800000000000000000e+01,-4.460977856069803238e-03
5.700000000000000000e+02,1.000000000000000000e+02,-5.114557221531867981e-03
5.700000000000000000e+02,1.020000000000000000e+02,-5.768136121332645416e-03
5.700000000000000000e+02,1.040000000000000000e+02,-6.421921774744987488e-03
5.700000000000000000e+02,1.060000000000000000e+02,-7.075500674545764923e-03
5.700000000000000000e+02,1.080000000000000000e+02,-7.729080040007829666e-03
5.700000000000000000e+02,1.100000000000000000e+02,-8.382659405469894409e-03
5.700000000000000000e+02,1.120000000000000000e+02,-9.036238305270671844e-03
5.700000000000000000e+02,1.140000000000000000e+02,-9.689817205071449280e-03
5.700000000000000000e+02,1.160000000000000000e+02,-1.034339610487222672e-02
5.700000000000000000e+02,1.180000000000000000e+02,-1.099697500467300415e-02
5.700000000000000000e+02,1.200000000000000000e+02,-1.165055483579635620e-02
5.900000000000000000e+02,8.000000000000000000e+01,-3.070814127568155527e-04
5.900000000000000000e+02,8.200000000000000000e+01,-9.501923341304063797e-04
5.900000000000000000e+02,8.400000000000000000e+01,-1.593303284607827663e-03
5.900000000000000000e+02,8.600000000000000000e+01,-2.236617496237158775e-03
5.900000000000000000e+02,8.800000000000000000e+01,-2.879728330299258232e-03
5.900000000000000000e+02,9.000000000000000000e+01,-3.522839164361357689e-03
5.900000000000000000e+02,9.200000000000000000e+01,-4.165950231254100800e-03
5.900000000000000000e+02,9.400000000000000000e+01,-4.809061065316200256e-03
5.900000000000000000e+02,9.600000000000000000e+01,-5.452171899378299713e-03
5.900000000000000000e+02,9.800000000000000000e+01,-6.095282733440399170e-03
5.900000000000000000e+02,1.000000000000000000e+02,-6.738394033163785934e-03
5.900000000000000000e+02,1.020000000000000000e+02,-7.381504867225885391e-03
5.900000000000000000e+02,1.040000000000000000e+02,-8.024819195270538330e-03
5.900000000000000000e+02,1.060000000000000000e+02,-8.667930029332637787e-03
5.900000000000000000e+02,1.080000000000000000e+02,-9.311040863394737244e-03
5.900000000000000000e+02,1.100000000000000000e+02,-9.954151697456836700e-03
5.900000000000000000e+02,1.120000000000000000e+02,-1.059726253151893616e-02
5.900000000000000000e+02,1.140000000000000000e+02,-1.124037336558103561e-02
5.900000000000000000e+02,1.160000000000000000e+02,-1.188348419964313507e-02
5.900000000000000000e+02,1.180000000000000000e+02,-1.252659503370523453e-02
5.900000000000000000e+02,1.200000000000000000e+02,-1.316970586776733398e-02
6.100000000000000000e+02,8.000000000000000000e+01,-1.810050103813409805e-03
6.100000000000000000e+02,8.200000000000000000e+01,-2.441918477416038513e-03
6.100000000000000000e+02,8.400000000000000000e+01,-3.073787083849310875e-03
6.100000000000000000e+02,8.600000000000000000e+01,-3.705855226144194603e-03
6.100000000000000000e+02,8.800000000000000000e+01,-4.337723832577466965e-03
6.100000000000000000e+02,9.000000000000000000e+01,-4.969592206180095673e-03
6.100000000000000000e+02,9.200000000000000000e+01,-5.601460579782724380e-03
6.100000000000000000e+02,9.400000000000000000e+01,-6.233328953385353088e-03
6.100000000000000000e+02,9.600000000000000000e+01,-6.865197326987981796e-03
6.100000000000000000e+02,9.800000000000000000e+01,-7.497065700590610504e-03
6.100000000000000000e+02,1.000000000000000000e+02,-8.128934539854526520e-03
6.100000000000000000e+02,1.020000000000000000e+02,-8.760802447795867920e-03
6.100000000000000000e+02,1.040000000000000000e+02,-9.392870590090751648e-03
6.100000000000000000e+02,1.060000000000000000e+02,-1.002473942935466766e-02
6.100000000000000000e+02,1.080000000000000000e+02,-1.065660826861858368e-02
6.100000000000000000e+02,1.100000000000000000e+02,-1.128847617655992508e-02
6.100000000000000000e+02,1.120000000000000000e+02,-1.192034501582384109e-02
6.100000000000000000e+02,1.140000000000000000e+02,-1.255221292376518250e-02
6.100000000000000000e+02,1.160000000000000000e+02,-1.318408176302909851e-02
6.100000000000000000e+02,1.180000000000000000e+02,-1.381595060229301453e-02
6.100000000000000000e+02,1.200000000000000000e+02,-1.444781851023435593e-02
6.300000000000000000e+02,8.000000000000000000e+01,-3.111941041424870491e-03
