2.000000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-9.231619536876678467e-03
2.000000000000000000e+02,2.000000000000000000e+01,2.250000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-5.982825066894292831e-03
2.000000000000000000e+02,2.000000000000000000e+01,2.500000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-2.968657761812210083e-03
2.000000000000000000e+02,2.000000000000000000e+01,2.750000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-3.095864958595484495e-04
2.000000000000000000e+02,2.000000000000000000e+01,3.000000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,2.063454361632466316e-03
2.000000000000000000e+02,2.500000000000000000e+01,2.000000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-8.313925005495548248e-03
2.000000000000000000e+02,2.500000000000000000e+01,2.250000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-5.076105706393718719e-03
2.000000000000000000e+02,2.500000000000000000e+01,2.500000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-2.089932095259428024e-03
2.000000000000000000e+02,2.500000000000000000e+01,2.750000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,5.385549739003181458e-04
2.000000000000000000e+02,2.500000000000000000e+01,3.000000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,2.875396516174077988e-03
2.000000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-7.374916225671768188e-03
2.000000000000000000e+02,3.000000000000000000e+01,2.250000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-4.151994362473487854e-03
2.000000000000000000e+02,3.000000000000000000e+01,2.500000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-1.196584780700504780e-03
2.000000000000000000e+02,3.000000000000000000e+01,2.750000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,1.398394699208438396e-03
2.000000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,3.696616273373365402e-03
2.000000000000000000e+02,3.500000000000000000e+01,2.000000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-6.414784118533134460e-03
2.000000000000000000e+02,3.500000000000000000e+01,2.250000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-3.210750874131917953e-03
2.000000000000000000e+02,3.500000000000000000e+01,2.500000000000000000e+02,5.500000000000000000e+02,8.000000000000000000e+00,-2.891777257900685072e-04
