,x1,x2,x3,x4,x5,x6,x7,x8,y
0,-0.9581582503292625,1.9106599856397317,-2.27536869471833,-0.7125321049222761,0.963791913210304,0.049983982741900364,-1.1246409192474733,1.0832668800270402,44.418704073950984
1,2.1086957171969694,0.9997178650192147,-0.8430047942096909,-1.8976038487913136,-0.05352633666985783,0.18321530099138958,0.7511928091461132,1.072069957844976,37.652096244576086
2,0.9447600412339074,-0.9095543637753457,3.6157327665490318,1.9828378007008076,-0.8676014324369835,-2.124672867530243,0.12932572079576868,-0.10956629268607598,55.29826986079664
3,1.8730762384275699,-2.079544421698134,-0.9617401237222676,-0.9627567154934499,-1.0390051850969315,-0.8464458887403002,1.0937905214590815,0.9353902077509861,25.452837242160598
4,2.858800260017305,-1.1446797074400734,-0.03519831922297909,-0.9511453130364759,-0.13733364383931937,0.2140762417592916,-0.09490165710703895,1.1106581573154364,35.25282121383141
5,0.8732870608713527,0.06694002235472833,-0.0051532431348707206,-1.1038186920910142,-1.04625486948954,3.1040768155284812,-0.18524512212519054,1.0855827263838675,29.800032973688722
6,-0.9978638668914693,-0.16656209179913653,3.7361745248142477,1.0452987419385096,-0.9505451885853125,1.0374324728280973,-0.058166715051756454,-0.051414462887744976,36.25800926557125
7,0.8544073377435066,-1.0295144856453646,-1.0543028980108555,-0.7972426452335329,-0.8766599225632362,1.8631227996056372,-0.08514660628267415,1.0123001440881991,28.290682295291546
8,1.1264627982056938,0.008621718880959185,-0.0708334464082595,-0.7288447135293918,1.013164534505375,0.8311984003621891,-0.9811860310031888,1.046769561028956,26.53869584320752
9,0.19126002314511928,1.218458501681955,3.762864042783501,-1.9284099911871955,-0.060361455467520884,1.0121284559045427,0.03483415361659822,0.0107926354315736,46.040640612726676
