,x1,x2,x3,x4,x5,x6,y
0,1.8806716515188857,-0.7408767447387786,2.041216323591732,0.9570888757066167,1.056668902306946,2.845730677087033,3400.7526285409504
1,1.44870746510668,0.9535852970365188,0.8977679220025871,-1.411961108743786,0.9359733573554262,3.843401179748447,1655.892717979661
2,1.8941989584276193,1.5258198055544485,1.5107163736369429,1.745496306686732,0.828507642008721,0.8274005809163191,1015.0818254542802
3,2.049279469889145,0.9313448269120583,1.269884888582693,1.578839121703243,2.124275669317005,3.4224316082517863,1246.1794356274777
4,2.23577431568282,0.43670466148285425,1.7747061642425617,0.43185326902510973,1.4934708244705752,3.2930705599308205,3380.701121128816
5,1.305286342511,-0.14439176147575697,1.708748948841215,1.0077310042819576,1.318435229139423,6.318326711664745,3240.370556732508
6,1.8152534538928973,0.3073968355832017,0.18654062094812568,0.9382177936359921,1.3920867180074223,3.9052965196705585,1430.5920129793717
7,1.743823196692491,0.9004811857209393,1.2006981102214633,0.5431330498397143,0.39373549296689636,1.9856751194368842,895.0421584744339
8,1.8093655284055206,1.030253714834924,0.8473750646964433,0.21754254874721055,1.094912869948542,2.4197751129417857,801.8760403270403
9,1.1176562061384299,-0.29735400401726014,1.1549202797831968,1.1851163002117997,0.874289030788428,4.704706752863603,2004.4765995649382
