200,20,200,550,8,-0.00923162,161.2524872,78.1443634
200,20,200,550,9,-0.012940505,166.9497223,81.77095795
200,20,200,550,10,-0.016649155,174.3013,85.39733124
200,20,200,550,11,-0.020358039,181.8618317,89.02393341
200,20,200,550,12,-0.02406669,189.4220276,92.65029907
200,20,200,650,8,-0.012368635,160.9389954,77.70599365
200,20,200,650,9,-0.015524749,168.3177032,81.34824371
200,20,200,650,10,-0.018680662,175.6963196,84.99025726
200,20,200,650,11,-0.021836776,183.0757141,88.63249969
200,20,200,650,12,-0.024992691,190.454895,92.27451324
200,20,200,750,8,-0.012970968,161.7492065,76.92803955
200,20,200,750,9,-0.015662175,169.0594788,80.58598328
200,20,200,750,10,-0.018353213,176.369812,84.24369049
200,20,200,750,11,-0.02104442,183.681015,87.90162659
200,20,200,750,12,-0.023735456,190.9921875,91.5593338
200,20,200,850,8,-0.012561128,162.2505798,76.13162994
200,20,200,850,9,-0.014875618,169.5654297,79.80952454
200,20,200,850,10,-0.017189963,176.8804321,83.48719025
200,20,200,850,11,-0.019504452,184.1964722,87.16508484
200,20,200,850,12,-0.021818796,191.5125427,90.84275055
200,20,200,950,8,-0.011773035,162.6726685,75.42041016
200,20,200,950,9,-0.013783878,170.0370483,79.12212372
200,20,200,950,10,-0.015794594,177.4016876,82.8236084
200,20,200,950,11,-0.017805437,184.7674408,86.52531433
200,20,200,950,12,-0.019816153,192.1332855,90.22679901
200,20,225,550,8,-0.005982825,163.5460052,78.54062653
200,20,225,550,9,-0.009678064,169.1027527,82.12607574
200,20,225,550,10,-0.013373069,176.2975311,85.71128845
200,20,225,550,11,-0.017068308,183.8638458,89.29673767
200,20,225,550,12,-0.020763312,191.4298401,92.88195801
200,20,225,650,8,-0.009897254,163.2193909,78.28486633
200,20,225,650,9,-0.013068162,170.5740662,81.88014221
200,20,225,650,10,-0.016238868,177.9286652,85.47518921
200,20,225,650,11,-0.019409776,185.2840118,89.07046509
200,20,225,650,12,-0.022580482,192.6391602,92.66551208
200,20,225,750,8,-0.011078356,164.1308289,77.5976181
200,20,225,750,9,-0.013797791,171.3904724,81.20454407
200,20,225,750,10,-0.016517054,178.6501617,84.81124878
200,20,225,750,11,-0.019236488,185.9107666,88.41817474
200,20,225,750,12,-0.021955751,193.1712952,92.02487183
200,20,225,850,8,-0.011080519,164.6271515,76.83746338
